Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Gene_set
cAMP signaling pathway_Homo sapiens_hsa04024,126/199,3.1450031939106423e-12,8.377144871052892e-11,0,0,1.6218387017052474,42.95473245438672,CHRM2;OXTR;VIPR2;CHRM1;PPP1CB;LIPE;PPP1CC;EDNRA;CREB3L1;AKT2;AKT3;ADORA1;AKT1;PLCE1;EP300;SOX9;PRKACA;PRKACB;MAP2K1;MAP2K2;F2R;NPY1R;ATP1B3;ATP1B2;ATP1B1;TIAM1;ADCY9;RAF1;GRIA1;GRIA2;ADCYAP1R1;PIK3R2;ADRB1;CACNA1D;PIK3R1;ADRB2;CACNA1C;PLD1;PIK3R5;SLC9A1;PLD2;RAP1B;GRIN2A;RRAS;DRD1;GRIA3;GRIA4;CREBBP;JUN;HTR1A;NFATC1;BRAF;GRIN2B;NFKB1;GRIN2D;PPP1R1B;FXYD1;PDE3A;GNAS;CALM2;RYR2;PDE3B;PIK3CD;ATP2A2;GLI1;GLI3;PIK3CG;PDE4B;PDE4A;CNGA3;RAC1;VAV3;ABCC4;PPP1R12A;PDE4D;PDE4C;RRAS2;ARAP3;FOS;SSTR2;VAV1;VAV2;CREB1;PIK3CA;ACOX1;ACOX3;RAPGEF3;RAPGEF4;CREB5;HCN4;CAMK2B;CAMK2D;ROCK1;ROCK2;CAMK2A;ADCY3;ATP1A3;ADCY2;ATP1A2;ADCY1;ATP1A1;ADCY8;ADCY7;ADCY6;GNAI1;RELA;ADCY5;GNAI2;MAPK9;PAK1;PLN;NPY;MAPK1;CAMK2G;MAPK3;GABBR2;GABBR1;BAD;ATP2B4;ATP2B3;ATP2B2;ATP2B1;GRIN1;PPP1CA;CAMK4;HCN2,KEGG_2016
Phosphatidylinositol signaling system_Homo sapiens_hsa04070,72/98,4.368641374112977e-12,1.0666766021792516e-10,0,0,1.8819003011040483,49.224055177691234,DGKG;PI4K2B;DGKD;DGKB;DGKA;MTMR14;INPPL1;PTEN;PIK3CD;PIK3C2A;PIK3CG;PIK3C2B;PPIP5K1;IMPA1;PPIP5K2;PLCE1;PIP4K2B;PIP4K2C;PRKCG;PRKCB;ITPK1;PRKCA;DGKZ;INPP4A;ITPKB;INPP4B;ITPKC;PLCB3;PLCB4;PIK3CA;DGKQ;IMPAD1;ITPKA;PIK3C3;PLCB1;PLCB2;PI4K2A;DGKI;DGKH;CDS1;MTMR1;MTMR2;MTMR3;INPP1;ITPR1;ITPR2;ITPR3;PIK3R2;PIK3R1;MTMR4;MTMR6;MTMR7;PIK3R5;MTM1;INPP5A;INPP5D;INPP5E;INPP5J;PIP5K1A;PIP5K1B;PLCG1;PIP5K1C;IP6K1;SYNJ2;PIKFYVE;SYNJ1;PI4KA;PI4KB;PLCD3;CALM2;PLCD1;CDS2,KEGG_2016
Dopaminergic synapse_Homo sapiens_hsa04728,88/129,1.6910412212455306e-11,3.811346752499542e-10,0,0,1.7473630702757654,43.34000624939122,ATF2;GSK3B;GSK3A;PPP2R2A;ARRB2;PPP1CB;PPP1CC;PPP3CA;PPP3CB;PPP3CC;PPP2R1A;KIF5C;PPP2R5E;CREB3L1;KIF5B;AKT2;KIF5A;AKT3;AKT1;PRKACA;PRKACB;SLC18A1;SCN1A;PRKCG;PRKCB;PPP2R5B;PPP2R5A;PRKCA;PPP2R5D;PPP2R5C;FOS;PLCB3;CREB1;PLCB4;PLCB1;CLOCK;PLCB2;CREB5;GRIA1;CAMK2B;GRIA2;CAMK2D;MAOB;ATF6B;MAOA;CAMK2A;CACNA1B;ITPR1;CACNA1A;ITPR2;CACNA1D;ITPR3;CACNA1C;GNAI1;ADCY5;ARNTL;GNAI2;PPP2CA;MAPK9;GRIN2A;GNG3;GNG2;GNG5;GNG4;GNG7;DRD1;CAMK2G;GRIA3;GRIA4;KCNJ6;PPP2R3A;GNG12;MAPK14;GRIN2B;MAPK12;PPP1CA;GNAO1;MAPK11;GNAL;TH;CALY;GNB2;GNAQ;GNB1;PPP1R1B;PPP2R2D;GNAS;CALM2,KEGG_2016
Oxytocin signaling pathway_Homo sapiens_hsa04921,103/158,2.3423614722118248e-11,4.902227938271888e-10,0,0,1.6698225772981947,40.872708807374416,OXTR;ELK1;MYLK3;MYLK;PPP1CB;PPP1CC;PRKACA;PRKACB;PRKCG;GUCY1A2;PRKAB2;MAP2K1;MEF2C;MAP2K2;PRKCB;PRKCA;PRKAB1;CACNB1;CACNB2;MYL6;CACNB3;ADCY9;CACNB4;RAF1;NPR2;ITPR1;ITPR2;CACNA1D;ITPR3;PIK3R2;PIK3R1;CACNA1C;PIK3R5;TRPM2;JUN;NFATC3;NFATC2;NFATC1;EEF2;NFATC4;GNAO1;RCAN1;GNAQ;GNAS;CALM2;RYR2;CDKN1A;PRKAG2;PIK3CD;PRKAG3;PIK3CG;PPP3CA;PPP3CB;EEF2K;PPP3CC;PPP1R12A;CAMK1D;PLA2G4C;PLA2G4A;FOS;PLCB3;PLCB4;PIK3CA;PPP1R12B;PLCB1;PPP1R12C;PLCB2;CAMK2B;PRKAA1;CAMK2D;PRKAA2;ROCK1;ROCK2;SRC;CAMK2A;ADCY3;ADCY2;ADCY1;ADCY8;ADCY7;ADCY6;GNAI1;CAMKK1;ADCY5;GNAI2;CAMKK2;CACNG7;CACNG8;MAPK7;MAPK1;CACNG2;CACNG3;CAMK2G;CACNG4;MAPK3;CACNG5;KCNJ4;KCNJ6;NOS3;PPP1CA;CAMK4;KRAS;CAMK1,KEGG_2016
Spliceosome_Homo sapiens_hsa03040,90/134,3.7490218508768294e-11,7.323089348712738e-10,0,0,1.7203939319794468,41.30139571940886,TCERG1;RBM25;DDX46;DDX42;HNRNPU;USP39;PQBP1;EFTUD2;SART1;SNRPD2;SNRPD1;SNRNP70;MAGOH;DHX15;DHX16;TXNL4A;CTNNBL1;RBM17;NCBP1;NCBP2;THOC1;PRPF40B;THOC3;PRPF40A;THOC2;PLRG1;WBP11;PRPF4;RBMXL2;RBMXL1;PRPF6;PRPF3;SRSF2;SRSF3;SNRNP27;SRSF4;SNRPA1;SRSF5;SRSF6;SNRPC;SNRNP200;SRSF7;SLU7;SNRPA;SRSF8;SRSF9;RBM22;DDX5;SF3B2;DHX8;RBM8A;SRSF1;DDX23;PUF60;U2AF2;PCBP1;TRA2B;TRA2A;DHX38;HNRNPA1;SF3B1;SRSF10;SMNDC1;SF3A3;HSPA8;PRPF38B;PPIL1;SF3A1;HNRNPA3;PRPF38A;ALYREF;HSPA6;CDC5L;CWC15;HSPA2;U2SURP;CHERP;HNRNPM;LSM8;XAB2;LSM7;HNRNPK;SNW1;PHF5A;ACIN1;PRPF31;HNRNPC;HNRNPA1L2;RBMX;HSPA1A,KEGG_2016
Long-term potentiation_Homo sapiens_hsa04720,52/66,4.850572900978978e-11,8.882611624917753e-10,0,0,2.0181321410829605,47.92930477111649,ARAF;GRM1;PPP1CB;PPP3CA;PPP1CC;RPS6KA3;PPP3CB;GRM5;PPP3CC;RPS6KA2;RPS6KA1;EP300;PRKACA;PRKACB;PRKCG;MAP2K1;MAP2K2;PRKCB;PRKCA;PLCB3;PLCB4;RAF1;PLCB1;PLCB2;RAPGEF3;GRIA1;CAMK2B;GRIA2;CAMK2D;CAMK2A;ITPR1;ITPR2;ITPR3;ADCY1;CACNA1C;ADCY8;RAP1B;GRIN2A;MAPK1;CAMK2G;MAPK3;CREBBP;BRAF;GRIN2B;GRIN2D;GRIN1;PPP1CA;PPP1R1A;CAMK4;GNAQ;KRAS;CALM2,KEGG_2016
Adrenergic signaling in cardiomyocytes_Homo sapiens_hsa04261,97/148,5.623154940945038e-11,9.6916729276288e-10,0,0,1.6788048294195834,39.62238460375947,ATF2;PPP2R2A;SLC8A1;PPP1CB;PPP1CC;RPS6KA5;PPP2R1A;CREB3L1;AKT2;AKT3;AKT1;PRKACA;PRKACB;TPM4;TPM2;TPM1;ATP1B3;PRKCA;ATP1B2;ATP1B1;CACNB1;CACNB2;CACNB3;ADCY9;CACNB4;KCNQ1;CREM;CACNA1D;ADRB1;PIK3R2;PIK3R1;CACNA1C;ADRB2;SLC9A1;PIK3R5;PPP1R1A;GNAQ;GNAS;CALM2;RYR2;PIK3CD;ATP2A2;ADRA1B;PIK3CG;PPP2R5E;PPP2R5B;PPP2R5A;PPP2R5D;PPP2R5C;PLCB3;CREB1;PLCB4;PIK3CA;PLCB1;SCN4B;PLCB2;RAPGEF3;CREB5;RAPGEF4;CAMK2B;CAMK2D;ATF6B;CAMK2A;ATP1A3;ADCY3;ATP1A2;ADCY2;ADCY1;ATP1A1;ADCY8;ADCY7;ADCY6;GNAI1;ADCY5;GNAI2;PPP2CA;CACNG7;CACNG8;PLN;SCN7A;MAPK1;CACNG2;CACNG3;CAMK2G;CACNG4;MAPK3;CACNG5;ATP2B4;ATP2B3;ATP2B2;PPP2R3A;ATP2B1;MAPK14;MAPK12;PPP1CA;MAPK11;PPP2R2D,KEGG_2016
mTOR signaling pathway_Homo sapiens_hsa04150,48/60,1.009959882095923e-10,1.643990252522808e-09,0,0,2.0491803278688523,47.16381213232229,PRKAA1;PRKAA2;CAB39;IRS1;PTEN;PIK3CD;PIK3R2;PIK3R1;HIF1A;PIK3CG;PIK3R5;IKBKB;RPTOR;RPS6KA3;STK11;AKT2;RPS6KA2;AKT3;RPS6KA1;EIF4EBP1;AKT1;MAPK1;RICTOR;EIF4E;EIF4B;MAPK3;PRKCG;STRADA;PDPK1;PRKCB;RPS6;TSC2;TSC1;PRKCA;BRAF;MTOR;VEGFA;RRAGA;PIK3CA;RRAGC;RPS6KB1;RHEB;RRAGD;AKT1S1;ULK3;ULK2;ULK1;EIF4E2,KEGG_2016
Estrogen signaling pathway_Homo sapiens_hsa04915,70/99,1.5903020187569108e-10,2.452413113135657e-09,0,0,1.8111442291770157,40.86290385408859,ATF2;HSP90AB1;PIK3CD;GRM1;PIK3CG;CREB3L1;AKT2;AKT3;AKT1;PRKACA;PRKACB;MAP2K1;HSP90AA1;MAP2K2;PRKCD;OPRM1;FOS;PLCB3;ADCY9;CREB1;PLCB4;PIK3CA;FKBP4;RAF1;SOS1;PLCB1;SOS2;PLCB2;FKBP5;CREB5;SHC4;SHC2;SHC3;ATF6B;SHC1;SRC;ITPR1;ITPR2;ADCY3;ITPR3;PIK3R2;ADCY2;PIK3R1;ADCY1;ADCY8;ADCY7;ADCY6;GNAI1;HSP90B1;PIK3R5;ADCY5;GNAI2;MAPK1;MAPK3;HSPA8;GABBR2;JUN;KCNJ6;GABBR1;NOS3;HSPA6;HSPA2;GNAO1;SP1;GNAQ;GNAS;GRB2;KRAS;CALM2;HSPA1A,KEGG_2016
Inositol phosphate metabolism_Homo sapiens_hsa00562,54/71,2.318380347480656e-10,3.396427209059161e-09,0,0,1.9481643962133453,43.21999228542013,PI4K2B;MTMR14;INPPL1;PTEN;PIK3CD;PIK3C2A;PIK3CG;PIK3C2B;IMPA1;PIP5KL1;PLCE1;PIP4K2B;PIP4K2C;TPI1;ITPK1;ITPKB;INPP4A;ITPKC;INPP4B;PLCB3;PLCB4;PIK3CA;IMPAD1;ITPKA;PIK3C3;PLCB1;PLCB2;PI4K2A;MTMR1;MTMR2;MTMR3;INPP1;MTMR4;MTMR6;MTMR7;MTM1;INPP5A;INPP5D;INPP5E;INPP5J;PIP5K1A;PIP5K1B;PLCG1;PIP5K1C;SYNJ2;ALDH6A1;PIKFYVE;SYNJ1;PI4KA;PLCH1;PI4KB;PLCH2;PLCD3;PLCD1,KEGG_2016
Cell cycle_Homo sapiens_hsa04110,83/124,2.7826519820265226e-10,3.882462051113195e-09,0,0,1.7145359598096244,37.723985739336456,RB1;YWHAE;CDKN1C;GSK3B;CDKN1A;CDKN1B;YWHAB;BUB1B;SMC3;CDC14A;CDC20;CCND3;CDC23;CCND2;PTTG1;YWHAQ;CDC26;CHEK2;MYC;CHEK1;CDC27;EP300;SKP2;YWHAG;SKP1;YWHAH;CDC25C;SMC1A;YWHAZ;CDC25B;RBL2;TFDP1;RBL1;DBF4;CCNE2;TFDP2;ESPL1;CCNE1;MCM3;ANAPC4;MCM4;ANAPC5;MCM6;TP53;MAD1L1;ANAPC1;ANAPC2;MCM2;HDAC2;PRKDC;HDAC1;CUL1;TTK;PKMYT1;ANAPC10;CCNB2;ORC4;FZR1;ORC6;ORC1;RAD21;ORC2;ABL1;E2F1;SFN;E2F4;BUB3;BUB1;ZBTB17;CREBBP;PLK1;CDC6;STAG1;CDK7;WEE1;STAG2;CDK6;CDC16;MDM2;CDK1;ATM;ATR;MAD2L1,KEGG_2016
